timestamp_utc,tickers,last_date,portfolio_last_value,ann_return,ann_vol,sharpe,max_drawdown
2026-01-08T23:52:56.533404,"AAPL,MSFT,GOOGL",2026-01-08,164.91931485024764,0.2867816143192661,0.21447450707049787,1.2824948953216067,-0.25887787115026706
