timestamp_utc,tickers,last_date,portfolio_last_value,ann_return,ann_vol,sharpe,max_drawdown
2026-01-09T14:07:57+00:00,"AAPL,MSFT,GOOGL",2026-01-08,164.91931045663347,0.2867815970415719,0.21447452144153967,1.2824947609478377,-0.2588779017738694
